construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|ext_reference_cleaned|School|Region|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|166|517|0.321083172147002|Gender|Male||All Schools|All Regions|0|3|0|0|0|166|517|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|87|712|0.122191011235955|Gender|Female||All Schools|All Regions|0|4|0|0|0|87|712|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|23|209|0.110047846889952|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|23|209|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|0|283|0|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|0|283|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|43|390|0.11025641025641|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|43|390|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|187|443|0.422121896162528|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|187|443|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|4|33|0.121212121212121|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|4|33|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|0|52|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|52|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|58|90|0.644444444444444|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|58|90|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|84|276|0.304347826086957|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|84|276|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|50|323|0.154798761609907|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|50|323|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|57|551|0.103448275862069|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|57|551|na|2024
FA|q12b|How much do you know about the following options?|How to fill out the FAFSA/WASFA|Knowledgeable|169|997|0.16950852557673|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|169|997|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|109|1325|0.0822641509433962|All|All||All Schools|All Regions|0|1|0|0|0|109|1325|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|3|375|0.008|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|3|375|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|106|950|0.111578947368421|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|106|950|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|43|0|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|0|43|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|0|53|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|109|517|0.210831721470019|Gender|Male||All Schools|All Regions|0|3|0|0|0|109|517|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|712|0|Gender|Female||All Schools|All Regions|0|4|0|0|0|0|712|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|23|209|0.110047846889952|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|23|209|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|283|0|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|0|283|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|43|390|0.11025641025641|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|43|390|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|43|443|0.0970654627539503|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|43|443|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|2|33|0.0606060606060606|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|2|33|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|52|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|52|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|40|90|0.444444444444444|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|40|90|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|276|0|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|0|276|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|25|323|0.0773993808049536|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|25|323|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|42|551|0.0762250453720508|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|42|551|na|2024
FA|q12c|How much do you know about the following options?|Washington College Grant|Knowledgeable|109|997|0.109327983951856|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|109|997|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|190|1325|0.143396226415094|All|All||All Schools|All Regions|0|1|0|0|0|190|1325|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|3|375|0.008|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|3|375|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|187|950|0.196842105263158|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|187|950|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|0|43|0|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|0|43|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|0|53|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|124|517|0.239845261121857|Gender|Male||All Schools|All Regions|0|3|0|0|0|124|517|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|66|712|0.0926966292134832|Gender|Female||All Schools|All Regions|0|4|0|0|0|66|712|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|23|209|0.110047846889952|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|23|209|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|66|283|0.23321554770318|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|66|283|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|43|390|0.11025641025641|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|43|390|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|58|443|0.130925507900677|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|58|443|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|2|33|0.0606060606060606|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|2|33|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|0|52|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|52|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|40|90|0.444444444444444|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|40|90|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|0|276|0|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|0|276|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|25|323|0.0773993808049536|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|25|323|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|123|551|0.223230490018149|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|123|551|na|2024
FA|q12d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|190|997|0.190571715145436|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|190|997|na|2024
FA|q12f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|407|1325|0.307169811320755|All|All||All Schools|All Regions|0|1|0|0|0|407|1325|na|2024
FA|q12f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|46|375|0.122666666666667|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|46|375|na|2024
FA|q12f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|361|950|0.38|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|361|950|na|2024
FA|q12f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|0|43|0|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|0|43|na|2024
FA|q12f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|0|53|na|2024
FA|q12f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|210|517|0.406189555125725|Gender|Male||All Schools|All Regions|0|3|0|0|0|210|517|na|2024
