ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|0|53|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|53|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|0|452|0|Gender|Unknown|0|2|0|0|0|0|452|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|42|517|0.0812379110251451|Gender|Male|0|3|0|0|0|42|517|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|228|712|0.320224719101124|Gender|Female|0|4|0|0|0|228|712|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|0|185|0|Grade Level|Incomplete|0|1|0|0|0|0|185|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|99|237|0.417721518987342|Grade Level|10th Grade|0|2|0|0|0|99|237|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|93|324|0.287037037037037|Grade Level|9th Grade|0|3|0|0|0|93|324|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|42|461|0.0911062906724512|Grade Level|12th Grade|0|4|0|0|0|42|461|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|36|527|0.0683111954459203|Grade Level|11th Grade|0|5|0|0|0|36|527|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|16|35|0.457142857142857|Race/Ethnicity|Asian/Asian American|0|1|0|0|0|16|35|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|16|90|0.177777777777778|Race/Ethnicity|Black/African American|0|2|0|0|0|16|90|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|24|276|0.0869565217391304|Race/Ethnicity|White|0|3|0|0|0|24|276|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|77|323|0.238390092879257|Race/Ethnicity|Multiracial|0|4|0|0|0|77|323|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|0|459|0|Race/Ethnicity|Unknown|0|5|0|0|0|0|459|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|137|551|0.248638838475499|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|137|551|na|2024
|All Schools|All Regions|DC|q15f|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|I am not currently enrolled in any dual credit course|Multiselect|246|999|0.246246246246246|Race/Ethnicity|Students of Color|0|7|0|0|0|246|999|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|538|1282|0.419656786271451|All|All|0|1|0|0|0|538|1282|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|182|332|0.548192771084337|First Generation Status|Not First Generation|0|1|0|0|0|182|332|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|356|950|0.374736842105263|First Generation Status|First Generation|0|2|0|0|0|356|950|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|10|53|0.188679245283019|Gender|Other/Prefer Not to Say|0|1|0|0|0|10|53|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|180|517|0.34816247582205|Gender|Male|0|2|0|0|0|180|517|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|348|712|0.48876404494382|Gender|Female|0|3|0|0|0|348|712|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|100|209|0.478468899521531|Grade Level|10th Grade|0|1|0|0|0|100|209|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|129|283|0.45583038869258|Grade Level|9th Grade|0|2|0|0|0|129|283|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|267|390|0.684615384615385|Grade Level|11th Grade|0|3|0|0|0|267|390|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|42|400|0.105|Grade Level|12th Grade|0|4|0|0|0|42|400|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|10|10|1|Race/Ethnicity|Unknown|0|1|0|0|0|10|10|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|7|32|0.21875|Race/Ethnicity|Asian/Asian American|0|2|0|0|0|7|32|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|33|90|0.366666666666667|Race/Ethnicity|Black/African American|0|3|0|0|0|33|90|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|125|276|0.452898550724638|Race/Ethnicity|White|0|4|0|0|0|125|276|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|135|323|0.417956656346749|Race/Ethnicity|Multiracial|0|5|0|0|0|135|323|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|228|551|0.413793103448276|Race/Ethnicity|Hispanic/Latine/x|0|6|0|0|0|228|551|na|2024
|All Schools|All Regions|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|403|996|0.404618473895582|Race/Ethnicity|Students of Color|0|7|0|0|0|403|996|na|2024
|All Schools|All Regions|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|705|1282|0.549921996879875|All|All|0|1|0|0|0|705|1282|na|2024
