ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_staffs|pct_met|report_group|staff_group|Placeholder|Construct_rpt|Survey_Question_Filter|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_staffs_og|suppression_notes|year
|All Schools|RegionA|FA|q07d|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|I have helped students explore other financial aid options.|Yes/No|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07d|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|I have helped students explore other financial aid options.|Yes/No|22|143|0.153846153846154|Race/Ethnicity|White|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|22|143|na|2024
|All Schools|RegionA|FA|q07e|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|WASFA|Yes/No|44|198|0.222222222222222|All|All|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|44|198|na|2024
|All Schools|RegionA|FA|q07e|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|WASFA|Yes/No|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07e|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|WASFA|Yes/No|22|77|0.285714285714286|Gender|Male|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|22|77|na|2024
|All Schools|RegionA|FA|q07e|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|WASFA|Yes/No|22|110|0.2|Gender|Female|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|22|110|na|2024
|All Schools|RegionA|FA|q07e|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|WASFA|Yes/No|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07e|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|WASFA|Yes/No|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07e|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|WASFA|Yes/No|44|187|0.235294117647059|Race/Ethnicity|White|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|44|187|na|2024
|All Schools|RegionA|FA|q07f|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|143|198|0.722222222222222|All|All|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|143|198|na|2024
|All Schools|RegionA|FA|q07f|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|0|11|na|2024
|All Schools|RegionA|FA|q07f|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|44|77|0.571428571428571|Gender|Male|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|2|0|0|0|44|77|na|2024
|All Schools|RegionA|FA|q07f|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|99|110|0.9|Gender|Female|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|3|0|0|0|99|110|na|2024
|All Schools|RegionA|FA|q07f|Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|Scholarships|Yes/No|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - Have you helped one or more students at your school explore the following financial aid/scholarship options? *Note: Financial aid includes grants and loans that cover some or all of the cost of college, certificates, and apprenticeships.|0|1|0|0|0|11|11|na|2024
